created_at,entry_id,humidity,temperature,sound,gas
14-11-2024 09:03,54,60.7,25.9,0,62.4
14-11-2024 09:03,55,61,26,0,55.90476
14-11-2024 09:04,56,60.9,26.2,0,51.17772
14-11-2024 09:04,57,59.3,26.4,0,49.5048
14-11-2024 09:05,58,59.3,26.4,0,48.95874
14-11-2024 09:06,59,59.9,26.4,0,48.95874
14-11-2024 09:06,60,58.9,26.4,0,43.31469
14-11-2024 09:07,61,58.5,26.4,0,52.32258
14-11-2024 09:07,62,59.2,26.5,0,48.95874
14-11-2024 09:08,63,59,26.5,0,47.35446
14-11-2024 09:08,64,59.3,26.6,0,45.79978
14-11-2024 09:09,65,58.7,26.7,0,43.80137
14-11-2024 09:09,66,58.5,26.7,0,47.88363
14-11-2024 09:10,67,58.4,26.7,0,49.5048
14-11-2024 09:10,68,58.4,26.7,0,42.8331
14-11-2024 09:12,69,60,26.3,0,52.90406
14-11-2024 09:12,70,59.7,26.4,0,52.90406
14-11-2024 09:13,71,59.5,26.4,0,57.7822
14-11-2024 09:13,72,58.9,26.4,0,52.32258
14-11-2024 09:14,73,58.9,26.4,0,48.95874
14-11-2024 09:15,74,58.7,26.3,0,51.74715
14-11-2024 09:15,75,58,26.5,0,55.29195
14-11-2024 09:16,76,58.8,26.5,0,55.29195
14-11-2024 09:16,77,58.3,26.5,0,56.52401
14-11-2024 09:17,78,58.7,26.6,0,55.29195
14-11-2024 09:17,79,58.1,26.4,0,44.29316
14-11-2024 09:18,80,58.3,26.4,0,47.35446
14-11-2024 09:18,81,58.4,26.7,0,57.7822
14-11-2024 09:19,82,57.7,26.9,0,46.8308
14-11-2024 09:19,83,56.7,27.1,0,46.31259
14-11-2024 09:20,84,56.9,27.4,0,49.5048
14-11-2024 09:20,85,56.5,27.5,0,47.35446
14-11-2024 09:21,86,55.4,27.7,0,52.90406
14-11-2024 09:21,87,55,27.9,0,52.90406
14-11-2024 09:22,88,54.5,28.1,0,51.17772
14-11-2024 09:22,89,54.4,28,0,44.29316
14-11-2024 09:23,90,54.2,27.8,0,54.08549
14-11-2024 09:23,91,54.2,27.5,0,59.71974
14-11-2024 09:24,92,54.6,27.3,0,50.05662
14-11-2024 09:24,93,55.6,27.3,0,50.61423
14-11-2024 09:25,94,55.7,27.3,0,43.80137
14-11-2024 09:25,95,55.8,27.4,0,48.95874
14-11-2024 09:26,96,56.1,27.5,0,48.95874
14-11-2024 09:26,97,55.8,27.6,0,57.14981
14-11-2024 09:28,98,54.2,27.8,0,48.95874
14-11-2024 09:29,99,56,27.4,0,54.08549
14-11-2024 09:29,100,55.6,27.3,0,41.88487
14-11-2024 09:30,101,55.8,27.4,0,49.5048
14-11-2024 09:30,102,55.3,27.6,0,42.35649
14-11-2024 09:31,103,55.3,27.4,0,41.41814
14-11-2024 09:32,104,55.8,27.7,0,46.8308
14-11-2024 09:32,105,55.5,27.8,0,43.31469
14-11-2024 09:33,106,54.4,28,0,48.95874
14-11-2024 09:33,107,53.9,27.9,0,54.68557
14-11-2024 09:34,108,53.5,28,0,47.88363
14-11-2024 09:34,109,53.4,28.1,0,47.35446
14-11-2024 09:35,110,52.7,28.3,0,48.41838
14-11-2024 09:35,111,53.4,28.2,0,55.29195
14-11-2024 09:36,112,53.3,28.3,0,59.71974
14-11-2024 09:37,113,53.1,28.5,0,46.31259
14-11-2024 09:37,114,53,28.6,0,48.95874
14-11-2024 09:38,115,52,28.6,0,57.14981
14-11-2024 09:38,116,52.1,28.7,0,45.29231
14-11-2024 09:39,117,51.9,28.9,0,57.7822
14-11-2024 09:39,118,51.7,29,0,40.49922
14-11-2024 09:40,119,51.5,29.2,0,59.71974
14-11-2024 09:40,120,50.9,29.3,0,47.35446
14-11-2024 09:41,121,51.3,29.2,0,48.95874
14-11-2024 09:41,122,51.4,29.3,0,58.42127
14-11-2024 09:42,123,50.7,29.3,0,43.31469
14-11-2024 09:42,124,51.1,29.1,0,40.95628
14-11-2024 09:43,125,50.7,29.2,0,50.05662
14-11-2024 09:43,126,50.8,29.2,0,40.49922
14-11-2024 09:44,127,50.5,29.5,0,48.95874
14-11-2024 09:44,128,50.1,29.6,0,48.95874
14-11-2024 09:45,129,49.7,29.3,0,39.15638
14-11-2024 09:45,130,49.9,29.4,0,40.04692
14-11-2024 09:46,131,49.3,29.6,0,48.95874
14-11-2024 09:46,132,49,29.8,0,48.41838
14-11-2024 09:47,133,49.1,29.9,0,55.90476
14-11-2024 09:48,134,49.1,29.9,0,61.71933
14-11-2024 09:48,135,48.1,30.2,0,48.41838
14-11-2024 09:49,136,47.6,30.3,0,55.29195
14-11-2024 09:49,137,48.6,30.2,0,54.68557
14-11-2024 09:50,138,48.8,30.2,0,54.68557
14-11-2024 09:51,139,48.5,30,0,48.41838
14-11-2024 09:51,140,49.2,30,0,52.32258
14-11-2024 09:52,141,48.9,29.8,0,43.80137
14-11-2024 09:52,142,49.3,29.8,0,49.5048
14-11-2024 09:53,143,49.2,29.8,0,52.90406
14-11-2024 09:54,144,49.3,29.8,0,44.29316
14-11-2024 09:54,145,49.3,29.5,0,59.71974
14-11-2024 09:56,146,49.7,29.7,0,51.17772
14-11-2024 09:57,147,48.9,29.9,0,58.42127
14-11-2024 09:57,148,49.4,30.1,0,48.95874
14-11-2024 09:58,149,48.8,30.1,0,52.90406
14-11-2024 09:59,150,48.8,30,0,67.37074
14-11-2024 09:59,151,49.2,29.9,0,48.95874
14-11-2024 10:00,152,48.3,30.1,0,50.05662
14-11-2024 10:00,153,48.1,30.3,0,52.32258
14-11-2024 10:01,154,48.5,29.9,0,69.6159
14-11-2024 10:02,155,48.3,30.4,0,55.29195
14-11-2024 10:02,156,47.5,30.4,0,56.52401
14-11-2024 10:03,157,46.8,30.5,0,58.42127
14-11-2024 10:03,158,47.3,30.7,0,55.90476
14-11-2024 10:04,159,46.6,30.9,0,62.4
14-11-2024 10:04,160,46.8,31.1,0,52.32258
14-11-2024 10:05,161,46.5,30.9,0,58.42127
14-11-2024 10:06,162,46.6,30.3,0,48.95874
14-11-2024 10:06,163,48,29.5,0,70.38021
14-11-2024 10:07,164,48.1,29.9,0,61.04577
14-11-2024 10:07,165,47.5,30.3,0,52.90406
14-11-2024 10:08,166,46.7,30.9,0,44.29316
14-11-2024 10:08,167,46,31,0,48.95874
14-11-2024 10:09,168,45.6,30.8,0,52.32258
14-11-2024 10:09,169,46,30.6,0,69.6159
14-11-2024 10:10,170,45.7,30.8,0,52.32258
14-11-2024 10:10,171,45.8,31.1,0,55.29195
14-11-2024 10:11,172,44.9,31.4,0,55.29195
14-11-2024 10:11,173,44.5,31.7,0,68.11124
14-11-2024 10:12,174,43.6,32.3,0,50.61423
14-11-2024 10:12,175,42.6,32.5,0,54.68557
14-11-2024 10:13,176,42.7,32.2,0,58.42127
14-11-2024 10:13,177,43.5,31.9,0,70.38021
14-11-2024 10:14,178,45,31.9,0,59.71974
14-11-2024 10:14,179,43.6,31.9,0,78.48475
14-11-2024 10:15,180,44.5,32.2,0,57.14981
14-11-2024 10:15,181,43,32.6,0,54.68557
14-11-2024 10:16,182,42.3,32.3,0,69.6159
14-11-2024 10:16,183,43.3,31.9,0,51.17772
14-11-2024 10:17,184,44.1,31.5,0,72.72222
14-11-2024 10:18,185,44.7,31.3,0,56.52401
14-11-2024 10:18,186,44,31.4,0,57.7822
14-11-2024 10:19,187,43.5,31.4,0,52.32258
14-11-2024 10:19,188,44,31.4,0,77.63516
14-11-2024 10:20,189,43.6,31,0,64.48553
14-11-2024 10:20,190,44.7,31,0,69.6159
14-11-2024 10:21,191,44.5,31.2,0,59.71974
14-11-2024 10:21,192,44.5,31.5,0,54.08549
14-11-2024 10:22,193,44.1,31.7,0,48.95874
14-11-2024 10:22,194,44.6,31.2,0,68.11124
14-11-2024 10:23,195,44.9,31.4,0,65.91294
14-11-2024 10:23,196,44.7,31.7,0,51.74715
14-11-2024 10:24,197,44.6,32.2,0,70.38021
14-11-2024 10:24,198,43.4,32.5,0,59.71974
14-11-2024 10:25,199,42.3,32.8,0,52.32258
14-11-2024 10:25,200,41.7,33,0,71.93329
14-11-2024 10:26,201,40.7,33.4,0,70.38021
14-11-2024 10:27,202,39.9,33.8,0,52.90406
14-11-2024 10:27,203,39.6,33.8,0,67.37074
14-11-2024 10:28,204,39.5,34,0,55.90476
14-11-2024 10:28,205,38.9,34,0,72.72222
14-11-2024 10:29,206,39,33.9,0,69.6159
14-11-2024 10:29,207,39.6,33.9,0,71.15267
14-11-2024 10:30,208,40,33.4,0,65.91294
14-11-2024 10:31,209,40.4,33.3,0,58.42127
14-11-2024 10:32,210,41.9,32.5,0,70.38021
14-11-2024 10:33,211,41.5,31.9,0,69.6159
14-11-2024 10:33,212,41.9,31.5,0,68.85959
14-11-2024 10:34,213,42.4,31.2,0,82.87063
14-11-2024 10:35,214,42.5,31.4,0,78.48475
14-11-2024 10:35,215,43.8,31.7,0,67.37074
14-11-2024 10:36,216,42.2,32.1,0,58.42127
14-11-2024 10:36,217,41.8,32.8,0,58.42127
14-11-2024 10:37,218,41.3,32.7,0,70.38021
14-11-2024 10:37,219,40.8,33.3,0,54.68557
14-11-2024 10:38,220,40.7,32.7,0,55.29195
14-11-2024 10:39,221,41.2,32.3,0,68.85959
14-11-2024 10:39,222,41.6,32.2,0,58.42127
14-11-2024 10:40,223,42.3,32.5,0,69.6159
14-11-2024 10:41,224,41.7,32.6,0,57.7822
14-11-2024 10:41,225,41.1,32.5,0,68.11124
14-11-2024 10:42,226,41.8,32.5,0,55.29195
14-11-2024 10:42,227,41.4,32.4,0,57.14981
14-11-2024 10:43,228,40.9,32.6,0,52.90406
14-11-2024 10:43,229,41.1,32.9,0,65.19547
14-11-2024 10:44,230,40.3,33.6,0,59.71974
14-11-2024 10:45,231,38.8,32.9,0,74.32533
14-11-2024 10:45,232,39.8,32.7,0,71.15267
14-11-2024 10:46,233,41,32.9,0,69.6159
14-11-2024 10:46,234,40.2,33,0,75.96272
14-11-2024 10:47,235,39,33.5,0,78.48475
14-11-2024 10:47,236,39.6,33.5,0,55.90476
14-11-2024 10:48,237,39.5,33.6,0,52.90406
14-11-2024 10:48,238,39.1,33.7,0,65.91294
14-11-2024 10:49,239,38.2,33.7,0,64.48553
14-11-2024 10:50,240,37.8,34,0,66.638
14-11-2024 10:50,241,37.6,34.4,0,57.14981
14-11-2024 10:51,242,38.1,34.3,0,59.0671
14-11-2024 10:51,243,38.5,34.5,0,57.7822
14-11-2024 10:52,244,36.6,34.7,0,81.97473
14-11-2024 10:52,245,36.5,34.8,0,88.45081
14-11-2024 10:53,246,36.2,35.1,0,75.13969
14-11-2024 10:53,247,36.2,35.2,0,59.0671
14-11-2024 10:54,248,35.8,35.1,0,59.71974
14-11-2024 10:54,249,35.8,34.6,0,70.38021
14-11-2024 10:55,250,37.1,34.3,0,75.13969
14-11-2024 10:55,251,37.5,34.6,0,71.93329
14-11-2024 10:56,252,37,34.8,0,70.38021
14-11-2024 10:56,253,37,34.9,0,52.32258
14-11-2024 10:57,254,36.1,34.9,0,58.42127
14-11-2024 10:58,255,35.6,35.2,0,70.38021
14-11-2024 10:58,256,35.8,34.6,0,58.42127
14-11-2024 10:59,257,37.2,34.1,0,79.34341
14-11-2024 11:00,258,36.8,34.3,0,59.71974
14-11-2024 11:00,259,36.5,34.5,0,65.19547
14-11-2024 11:01,260,36.4,34.4,0,70.38021
14-11-2024 11:01,261,36.8,34.4,0,54.68557
14-11-2024 11:02,262,37.1,34.2,0,83.7761
14-11-2024 11:03,263,38.5,32.6,0,55.29195
14-11-2024 11:04,264,39.6,32.3,0,58.42127
14-11-2024 11:04,265,38.9,32.5,0,62.4
14-11-2024 11:05,266,37.6,33.9,0,58.42127
14-11-2024 11:06,267,36.2,34.7,0,71.15267
14-11-2024 11:06,268,35.3,35,0,57.14981
14-11-2024 11:07,269,35.9,34.2,0,64.48553
14-11-2024 11:08,270,37.1,33.7,0,59.71974
14-11-2024 11:08,271,36.8,34.4,0,68.11124
14-11-2024 11:09,272,35.5,34.9,0,78.48475
14-11-2024 11:09,273,34.9,35.1,0,74.32533
14-11-2024 11:10,274,34,35.3,0,59.0671
14-11-2024 11:10,275,33.7,35.6,0,63.08787
14-11-2024 11:11,276,33.1,35.7,0,82.87063
14-11-2024 11:12,277,32.4,35.8,0,65.19547
14-11-2024 11:12,278,33.2,35.6,0,95.42857
14-11-2024 11:13,279,33,35.4,0,76.79452
14-11-2024 11:13,280,33.2,35.5,0,63.08787
14-11-2024 11:14,281,33.2,35.7,0,84.69123
14-11-2024 11:15,282,33.6,36,0,81.0883
14-11-2024 11:15,283,32.6,35.9,0,60.37928
14-11-2024 11:16,284,32.4,35.5,0,90.39153
14-11-2024 11:16,285,32.8,35.1,0,61.71933
14-11-2024 11:17,286,33.2,35,0,65.91294
14-11-2024 11:18,287,33,35.1,0,61.71933
14-11-2024 11:19,288,33.8,34.5,0,74.32533
14-11-2024 11:19,289,33.7,34.6,0,68.11124
14-11-2024 11:20,290,33.5,34.9,0,68.85959
14-11-2024 11:20,291,33.7,34.7,0,71.15267
14-11-2024 11:21,292,34.3,34.7,0,77.63516
14-11-2024 11:22,293,33.5,34.9,0,72.72222
14-11-2024 11:22,294,33.2,35.2,0,67.37074
14-11-2024 11:23,295,34.3,35.5,0,71.93329
14-11-2024 11:24,296,33.7,35.6,0,59.0671
14-11-2024 11:24,297,33.2,35.8,0,87.49583
14-11-2024 11:25,298,32.7,36,0,70.38021
14-11-2024 11:25,299,32.7,35.6,0,92.37411
14-11-2024 11:26,300,33,35.5,0,72.72222
14-11-2024 11:26,301,34,35.7,0,82.87063
14-11-2024 11:27,302,34,36,0,89.416
14-11-2024 11:27,303,33,36.2,0,63.08787
14-11-2024 11:28,304,32.2,36.3,0,65.19547
14-11-2024 11:28,305,32.1,36.5,0,76.79452
14-11-2024 11:29,306,31.9,36.3,0,84.69123
14-11-2024 11:29,307,32.8,36.4,0,67.37074
14-11-2024 11:30,308,31.6,36.4,0,69.6159
14-11-2024 11:31,309,32.2,35.4,0,89.416
14-11-2024 11:32,310,32.4,35.1,0,67.37074
14-11-2024 11:32,311,32.9,34.7,0,69.6159
14-11-2024 11:33,312,34.4,34.8,0,81.97473
14-11-2024 11:33,313,33.5,34.4,0,69.6159
14-11-2024 11:34,314,34.2,34.3,0,78.48475
14-11-2024 11:34,315,35.1,34.8,0,84.69123
14-11-2024 11:35,316,33.9,35.1,0,71.93329
14-11-2024 11:35,317,33.5,34.9,0,85.61618
14-11-2024 11:36,318,33.8,34.6,0,79.34341
14-11-2024 11:36,319,34.5,34.2,0,69.6159
14-11-2024 11:37,320,34.1,34.5,0,70.38021
14-11-2024 11:38,321,34.2,34.7,0,69.6159
14-11-2024 11:38,322,32.9,35.1,0,69.6159
14-11-2024 11:39,323,33,35.4,0,68.11124
14-11-2024 11:39,324,32.5,35.8,0,69.6159
14-11-2024 11:40,325,32.5,36,0,81.97473
14-11-2024 11:40,326,32.3,36.1,0,61.71933
14-11-2024 11:41,327,32,36.2,0,84.69123
14-11-2024 11:41,328,33.2,35.9,0,88.45081
14-11-2024 11:42,329,32,35.8,0,70.38021
14-11-2024 11:42,330,31.3,35.8,0,69.6159
14-11-2024 11:43,331,30.7,36.1,0,84.69123
14-11-2024 11:43,332,30.5,36,0,54.68557
14-11-2024 11:44,333,31.7,35.5,0,58.42127
14-11-2024 11:44,334,31.3,35.4,0,54.68557
14-11-2024 11:45,335,32.1,35.5,0,70.38021
14-11-2024 11:45,336,31.7,35.8,0,57.7822
14-11-2024 11:46,337,31.7,36,0,58.42127
14-11-2024 11:46,338,30.8,36.3,0,54.08549
14-11-2024 11:47,339,30.4,35.6,0,76.79452
14-11-2024 11:47,340,31.5,34.8,0,61.71933
14-11-2024 11:48,341,33.5,34.5,0,71.93329
14-11-2024 11:48,342,34.5,34.8,0,59.0671
14-11-2024 11:49,343,32.7,35.1,0,76.79452
14-11-2024 11:49,344,32.5,35.2,0,61.71933
14-11-2024 11:50,345,31.8,35.1,0,81.97473
14-11-2024 11:51,346,32,35.1,0,61.71933
14-11-2024 11:51,347,31.9,35,0,68.85959
14-11-2024 11:52,348,32.6,35.2,0,76.79452
14-11-2024 11:52,349,31.8,35.6,0,81.97473
14-11-2024 11:53,350,30.6,35.8,0,76.79452
14-11-2024 11:53,351,30.6,35.8,0,74.32533
14-11-2024 11:54,352,30.8,35.5,0,84.69123
14-11-2024 11:54,353,30.8,35.6,0,61.71933
14-11-2024 11:55,354,31.3,35.7,0,78.48475
14-11-2024 11:55,355,30.6,35.8,0,85.61618
14-11-2024 11:56,356,30.6,35.9,0,84.69123
14-11-2024 11:56,357,30,35.8,0,60.37928
14-11-2024 11:57,358,30.9,35.1,0,72.72222
14-11-2024 11:57,359,32.1,35,0,59.71974
14-11-2024 11:58,360,31.8,35.2,0,66.638
14-11-2024 11:58,361,32.6,35.1,0,69.6159
14-11-2024 11:59,362,32.2,35.4,0,83.7761
14-11-2024 11:59,363,31.8,35.8,0,81.97473
14-11-2024 12:00,364,30.8,36,0,65.91294
14-11-2024 12:00,365,30.9,36,0,85.61618
14-11-2024 12:01,366,31,35.9,0,64.48553
14-11-2024 12:01,367,30.7,35.9,0,73.51955
14-11-2024 12:02,368,30.5,35.9,0,65.19547
14-11-2024 12:03,369,32.5,35.1,0,80.21124
14-11-2024 12:03,370,32.7,35.2,0,63.08787
14-11-2024 12:04,371,31.8,35.3,0,63.08787
14-11-2024 12:05,372,32.9,35.2,0,83.7761
14-11-2024 12:05,373,32.8,35.3,0,65.19547
14-11-2024 12:06,374,31.9,35.6,0,85.61618
14-11-2024 12:06,375,30.7,35.8,0,65.19547
14-11-2024 12:07,376,30.6,36.2,0,81.0883
14-11-2024 12:07,377,29.3,36.4,0,69.6159
14-11-2024 12:08,378,30.3,36.2,0,67.37074
14-11-2024 12:08,379,30,35.8,0,58.42127
14-11-2024 12:09,380,30.7,35.7,0,65.91294
14-11-2024 12:09,381,30.4,35.7,0,63.78302
14-11-2024 12:10,382,30.3,36,0,85.61618
14-11-2024 12:10,383,29.4,36.5,0,62.4
14-11-2024 12:11,384,30.5,36.6,0,92.37411
14-11-2024 12:11,385,29.4,36.4,0,92.37411
14-11-2024 12:12,386,28.9,36.5,0,87.49583
14-11-2024 12:12,387,28.9,36.3,0,69.6159
14-11-2024 12:13,388,29.4,35.5,0,77.63516
14-11-2024 12:13,389,30,35.2,0,83.7761
14-11-2024 12:14,390,31.1,35.5,0,96.4687
14-11-2024 12:14,391,31.9,35.6,0,93.38141
14-11-2024 12:15,392,31.6,35.8,0,85.61618
14-11-2024 12:15,393,30.6,35.5,0,83.7761
14-11-2024 12:16,394,30.2,35.7,0,63.08787
14-11-2024 12:16,395,30.3,35.7,0,92.37411
14-11-2024 12:17,396,29.8,35.3,0,69.6159
14-11-2024 12:18,397,30.1,35.1,0,75.13969
14-11-2024 12:18,398,32,35.5,0,72.72222
14-11-2024 12:19,399,31.1,35.8,0,64.48553
14-11-2024 12:19,400,30,36.4,0,77.63516
14-11-2024 12:20,401,29.2,36.6,0,98.58266
14-11-2024 12:20,402,29.1,36.3,0,69.6159
14-11-2024 12:21,403,29.4,36.3,0,68.11124
14-11-2024 12:21,404,30,36,0,60.37928
14-11-2024 12:22,405,31.1,36.1,0,60.37928
14-11-2024 12:22,406,29.9,36.3,0,77.63516
14-11-2024 12:23,407,30.4,36.4,0,89.416
14-11-2024 12:23,408,30.4,36.5,0,69.6159
14-11-2024 12:24,409,29.7,36.1,0,77.63516
14-11-2024 12:24,410,30.5,35.9,0,58.42127
14-11-2024 12:25,411,30.8,35.7,0,75.13969
14-11-2024 12:25,412,31.3,35.6,0,63.08787
14-11-2024 12:26,413,30.6,35.5,0,58.42127
14-11-2024 12:26,414,30.5,34.8,0,68.85959
14-11-2024 12:27,415,32,34.7,0,56.52401
14-11-2024 12:27,416,33.2,34.7,0,60.37928
14-11-2024 12:28,417,32.3,34.8,0,63.78302
14-11-2024 12:28,418,31.9,34.9,0,59.71974
14-11-2024 12:29,419,32.1,35,0,65.19547
14-11-2024 12:29,420,31.2,34.6,0,87.49583
14-11-2024 12:30,421,33.1,34.2,0,67.37074
14-11-2024 12:30,422,32.9,34.5,0,86.55101
14-11-2024 12:31,423,32.7,34.7,0,74.32533
14-11-2024 12:32,424,33.3,34.7,0,69.6159
14-11-2024 12:32,425,32.5,34.6,0,69.6159
14-11-2024 12:33,426,33.6,33.9,0,68.85959
14-11-2024 12:33,427,33.5,33.8,0,61.04577
14-11-2024 12:34,428,33.2,34,0,65.91294
14-11-2024 12:34,429,32.2,34.5,0,83.7761
14-11-2024 12:35,430,31.6,34.8,0,73.51955
14-11-2024 12:35,431,31.1,34.9,0,92.37411
14-11-2024 12:36,432,30.6,35,0,71.93329
14-11-2024 12:36,433,32.2,34.8,0,61.71933
14-11-2024 12:37,434,32.7,34.7,0,78.48475
14-11-2024 12:37,435,32.6,34.9,0,75.13969
14-11-2024 12:38,436,32,34.8,0,65.91294
14-11-2024 12:38,437,31.8,34.6,0,81.97473
14-11-2024 12:39,438,32.3,34.6,0,73.51955
14-11-2024 12:39,439,32.5,34.4,0,87.49583
14-11-2024 12:40,440,33.9,34.3,0,69.6159
14-11-2024 12:40,441,34.8,34.5,0,85.61618
14-11-2024 12:41,442,33.5,34.7,0,69.6159
14-11-2024 12:41,443,33.8,34.4,0,69.6159
14-11-2024 12:42,444,33.3,33.9,0,71.93329
14-11-2024 12:42,445,33.6,33.9,0,71.93329
14-11-2024 12:43,446,33.1,33.6,0,88.45081
14-11-2024 12:44,447,33.4,33.4,0,81.97473
14-11-2024 12:44,448,33.5,33.3,0,81.0883
14-11-2024 12:45,449,33.4,33,0,74.32533
14-11-2024 12:45,450,35.1,32.9,0,99.65675
14-11-2024 12:46,451,34.3,33,0,92.37411
14-11-2024 12:46,452,34.3,33,0,98.58266
14-11-2024 12:47,453,35.1,33.1,0,93.38141
14-11-2024 12:47,454,35.2,33.1,0,100.74242
14-11-2024 12:48,455,33.9,33.2,0,88.45081
14-11-2024 12:48,456,32.7,33,0,86.55101
14-11-2024 13:59,457,36.6,31.2,0,85.61618
14-11-2024 14:00,458,35.9,31,0,93.38141
14-11-2024 14:00,459,34.5,30.7,0,111.05702
14-11-2024 14:01,460,35.3,30.6,0,113.48821
14-11-2024 14:01,461,35.5,30.5,0,96.4687
14-11-2024 14:02,462,36.2,30.7,0,108.67775
14-11-2024 14:02,463,34.6,30.6,0,85.61618
14-11-2024 14:03,464,34.6,30.8,0,85.61618
14-11-2024 14:04,465,34.2,30.8,0,98.58266
14-11-2024 14:04,466,35,30.8,0,98.58266
14-11-2024 14:05,467,34.8,30.8,0,98.58266
14-11-2024 14:05,468,34,30.9,0,114.72366
14-11-2024 14:06,469,33.5,30.9,0,112.26605
14-11-2024 14:06,470,30,31,0,87.49583
14-11-2024 14:07,471,31.6,31,0,106.34919
14-11-2024 14:07,472,29.6,31,0,112.26605
14-11-2024 14:08,473,31.5,31.1,0,88.45081
14-11-2024 14:08,474,31.3,31.1,0,98.58266
14-11-2024 14:09,475,32.7,31.2,0,101.83981
14-11-2024 14:09,476,32.3,30.9,0,98.58266
14-11-2024 14:10,477,32.7,31.1,0,89.416
14-11-2024 14:10,478,34.7,31,0,99.65675
14-11-2024 14:11,479,32.4,30.8,0,106.34919
14-11-2024 14:11,480,34,30.8,0,114.72366
14-11-2024 14:12,481,33.6,30.8,0,100.74242
14-11-2024 14:12,482,33.3,30.8,0,106.34919
14-11-2024 14:13,483,33.7,30.8,0,98.58266
14-11-2024 14:13,484,33.1,30.6,0,78.48475
14-11-2024 14:14,485,34.3,30.4,0,79.34341
14-11-2024 14:14,486,34.2,30.2,0,87.49583
14-11-2024 14:15,487,32.6,30.3,0,85.61618
14-11-2024 14:15,488,33.7,30.3,0,89.416
14-11-2024 14:16,489,31.9,30.3,0,94.39953
14-11-2024 14:16,490,30.4,30.4,0,105.20361
14-11-2024 14:17,491,29.1,30.5,0,83.7761
14-11-2024 14:17,492,30.6,30.6,0,109.86096
14-11-2024 14:18,493,30.9,30.6,0,95.42857
14-11-2024 14:18,494,31.4,30.7,0,99.65675
14-11-2024 14:19,495,31.2,30.8,0,109.86096
14-11-2024 14:19,496,32.6,30.9,0,112.26605
14-11-2024 14:20,497,32.4,30.9,0,115.97254
14-11-2024 14:21,498,32.1,30.9,0,104.07027
14-11-2024 14:21,499,31.7,30.8,0,112.26605
14-11-2024 14:22,500,31,30.5,0,92.37411
14-11-2024 14:22,501,33,30.5,0,81.0883
14-11-2024 14:23,502,33.6,30.5,0,89.416
14-11-2024 14:23,503,34.2,30.5,0,71.15267
14-11-2024 14:24,504,33.2,30.5,0,93.38141
14-11-2024 14:24,505,33.6,30.6,0,98.58266
14-11-2024 14:25,506,31.1,30.7,0,89.416
